"","X1","pagination.page_number","pagination.page_size","pagination.page_count","events.id","events.url","events.organization_id","events.created","events.changed","events.published","events.status","events.currency","events.listed","events.shareable","events.online_event","events.tx_time_limit","events.locale","events.is_series","events.is_series_parent","events.inventory_type","events.is_reserved_seating","events.show_pick_a_seat","events.show_colors_in_seatmap_thumbnail","events.source","events.is_free","events.summary","events.organizer_id","events.venue_id","events.category_id","events.subcategory_id","events.format_id","events.is_externally_ticketed","events.name.text","events.description.text","events.end.timezone","events.end.utc","events.end.utc.1","events.logo.original.width","events.logo.original.height","location.latitude","location.longitude","location.augmented_location.country","location.address","label"
"11",15,1,50,20,62718169734,"https://www.eventbrite.com/e/dollar-beer-wednesdays-at-ainsworth-chelsea-tickets-62718169734?aff=ebapi",309012868705,2019-05-31 15:18:32,2019-07-18 00:11:13,2019-05-31 15:19:20,"started","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"What can you expect? $1 Beers, $10 Pitchers, $5 Tequila shots & more! PLUS Beer Pong and Flip Cup all night! For those post-work munchies, e",21966048485,32823399,110,10001,11,FALSE,"dollar beer wednesday's at ainsworth chelsea","What can you expect? $1 Beers, $10 Pitchers, $5 Tequila shots & more! PLUS Beer Pong and Flip Cup all night! For those post-work munchies, enjoy $1 wings all while mingling amongst many other NYC fellow beer drinkers!! 
RSVP $1 beers  & NO COVER if you arrive before 8PM.
We hope to see you there! If not this week, maybe the following? Every Wednesday is $1 Beer Night at Ainsworth Chelsea","America/New_York",2019-07-18 05:00:00,2019-07-18 05:00:00,1300,866,40.712775,-74.005973,"United States","new york city",NA
"12",16,1,50,20,63692219142,"https://www.eventbrite.com/e/brooklyn-summer-craft-beer-fest-tickets-63692219142?aff=ebapi",258699274776,2019-06-18 19:36:18,2019-07-18 02:09:14,2019-06-18 19:36:23,"live","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Brooklyn Navy Yard Building 77 Parking Lot will be hosting an outdoor Summer Brew Fest featuring an eclectic local variety of superbly ferme",17391741922,33360280,110,10001,5,FALSE,"brooklyn summer craft beer fest","Brooklyn Navy Yard Building 77 Parking Lot will be hosting an outdoor Summer Brew Fest featuring an eclectic local variety of superbly fermented beer and cider in all styles combining the best elements of a Beer Garden with the staggering array of choices found only at a Craft Beer Festival. Guests will enjoy samples of craft beer, whiskey, wine and cocktails for the entire evening session with live music, food and interactive games.
To get to the Waterfront Parking lot you can walk directly through the main entrance of Building 77 and straight through the the back parking lot!
For More Info and Brewery List go to http://www.bkbrewfest.com/","America/New_York",2019-08-24 20:30:00,2019-08-24 20:30:00,1334,724,40.712775,-74.005973,"United States","new york city",NA
"13",18,1,50,20,62617821590,"https://www.eventbrite.com/e/craft-beer-tasting-and-cigar-night-tickets-62617821590?aff=ebapi",146753823816,2019-05-30 00:47:52,2019-07-17 11:33:12,2019-05-30 01:14:16,"live","USD",TRUE,FALSE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"coyote",FALSE,"Join the Freemasons of Atlas Pythagoras Lodge No 10 for a summer craft beer tasting and cigar night!  Proceeds go to charity programs",15474267907,32771021,110,NA,11,FALSE,"craft beer tasting and cigar night","Join the Freemasons of Atlas Pythagoras Lodge No 10 for a summer craft beer tasting and cigar night!  Proceeds go to charity programs","America/New_York",2019-07-21 01:30:00,2019-07-21 01:30:00,862,428,40.712775,-74.005973,"United States","new york city",NA
"14",23,1,50,20,992617947,"https://www.eventbrite.com/e/beer-pong-boys-vol-2-tickets-992617947?aff=ebapi",7889982959,2010-10-27 00:00:12,2019-07-09 20:18:04,2019-07-09 19:38:07,"live","USD",TRUE,TRUE,FALSE,480,"en",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"Beer Pong Boys vol. 2 is going down Sunday, August 4th! 16 teams will have the opportunity to showcase their beer pong skills in a tournamen",24921813011,33982458,110,10001,13,FALSE,"beer pong boys vol. 2","Beer Pong Boys vol. 2 is going down Sunday, August 4th! 16 teams will have the opportunity to showcase their beer pong skills in a tournament style competition. RSVP to reserve your spot in the tournament. ","America/New_York",2019-08-04 22:00:00,2019-08-04 22:00:00,1080,1920,40.712775,-74.005973,"United States","new york city",NA
"15",25,1,50,20,65423225629,"https://www.eventbrite.com/e/brooklyn-beer-history-walking-tour-tickets-65423225629?aff=ebapi",961105975,2019-07-15 14:42:23,2019-07-17 14:37:22,2019-07-15 14:43:18,"live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Back by popular demand!
Join beer historian Chris Heuberger on a guided walking tour through Bushwick, Brooklyn, once a major beer brewing c",438306820,34169217,109,NA,NA,FALSE,"brooklyn beer history walking tour","Back by popular demand!
Join beer historian Chris Heuberger on a guided walking tour through Bushwick, Brooklyn, once a major beer brewing center of America. We'll discover the historic 19th-century brewery buildings along Brewers' Row and learn about local and American history through the story of beer.
With ready access to quality water from the Ridgewood Reservoir, plentiful hops grown in upstate New York, and a thriving German immigrant population, it's no wonder why Bushwick was such a brewing powerhouse. So it's fitting that we'll end at one of the area's newest breweries, Interboro, to toast the triumphant return of brewing to Brooklyn!
Light rain, we walk. Heavy rain postpones until Sunday October 27, 2019.","America/New_York",2019-10-26 22:00:00,2019-10-26 22:00:00,800,400,40.712775,-74.005973,"United States","new york city",NA
"16",28,1,50,20,64264849896,"https://www.eventbrite.com/e/craft-beer-creative-flows-tickets-64264849896?aff=ebapi",8868744665,2019-06-25 21:09:39,2019-07-12 13:43:54,2019-06-25 21:09:44,"live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"facebook",FALSE,"Come join us at Llamaste for some YOGA + BEER! Enjoy a brief meet and greet with some craft beers and get to know your instructors, fellow y",5781483058,33575951,NA,NA,NA,FALSE,"craft beer & creative flows","Come join us at Llamaste for some YOGA + BEER! Enjoy a brief meet and greet with some craft beers and get to know your instructors, fellow yogis, and all about Llamaste Yoga Center! We'll then lead an all-levels class full of creative flows with your beer right at your mat! Afterwards, cool off with another round and replenish with some small bites and eats. Vegan and vegetarian options will be offered! EARLY BIRD SPECIAL! Book between now and July 12th for only $10! Get your tickets today! Llamaste!","America/New_York",2019-07-19 00:00:00,2019-07-19 00:00:00,670,447,40.712775,-74.005973,"United States","new york city",NA
"17",29,1,50,20,59490306107,"https://www.eventbrite.com/e/12-beers-of-christmas-nyc-pick-up-only-tickets-59490306107?aff=ebapi",291060121041,2019-03-27 20:31:12,2019-07-17 04:11:08,2019-04-17 20:39:26,"live","USD",TRUE,FALSE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"coyote",FALSE,"12 Beers of Christmas is a special collection of 12 one-off collaboration beers with some of our best friends and beer industry leaders.",18938180745,31170534,110,10001,11,FALSE,"12 beers of christmas (nyc pick-up only)","12 Beers of Christmas is a special collection of 12 one-off collaboration beers with some of our best friends and beer industry leaders.","America/New_York",2020-01-01 04:30:00,2020-01-01 04:30:00,4500,2250,40.712775,-74.005973,"United States","new york city",NA
"18",33,1,50,20,65451496187,"https://www.eventbrite.com/e/wet-cash-free-beer-and-comedy-for-charity-tickets-65451496187?aff=ebapi",271114457943,2019-07-15 19:01:07,2019-07-17 22:40:23,2019-07-15 19:01:10,"live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"Wet Cash is a weekly free standup show with free beer that features the best comedians in the country, most of whom you've seen on TV. Plus,",17817710978,34189947,104,NA,6,FALSE,"wet cash: free beer and comedy for charity!","Wet Cash is a weekly free standup show with free beer that features the best comedians in the country, most of whom you've seen on TV. Plus, at the end of the night, we give out drippy wet dollar bills to one lucky person in the audience! We're back this Friday at GG's Social Trade and Treasure Club (1339 DeKalb Ave) at 7:30 PM, and we'd love to see you there! There's a suggested $10 donation, and all the proceeds from the show go to Make The Road (https://maketheroadny.org/). Come see why we're being talked about by Vulture, Thrillist, and all your coolest friends!
For our show this week, we've got a killer lineup!
Terence Hartnett hosts:
Khalid A Rahmaan (Conan)
Aimee Rose Ranger (Brooklyn Comedy Festival)
Rachel McCartney (PBS)
Matt Ruby (Fox/MTV)","America/New_York",2019-07-20 02:00:00,2019-07-20 02:00:00,2048,1101,40.712775,-74.005973,"United States","new york city",NA
"19",34,1,50,20,62513470473,"https://www.eventbrite.com/e/beer-and-cheese-belgian-style-murrays-cheese-tickets-62513470473?aff=ebapi",141392852881,2019-05-28 17:15:30,2019-07-12 00:26:22,2019-05-28 17:16:55,"live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Rich, tantalizing, and complex: Blegian beer have wooed us for centuries. Not it is time to explore how they pair with cheese!
Folks have on",8172404165,32715642,110,10001,9,FALSE,"beer and cheese: belgian style! @ murray's cheese","Rich, tantalizing, and complex: Blegian beer have wooed us for centuries. Not it is time to explore how they pair with cheese!
Folks have only been brewing beer and noshing on cheese for, oh, several thousand years or so, and we're not about to argue with millennia of delicious history. Whether we're pairing smoky IPAs with a meaty washed rind cheese for a pure bacon bomb or bright wheat beers and creamy triple cremes conjuring banana bread bliss, we'll work our way through six outstanding (and occasionally outlandish) beer and cheese pairings, guaranteed to have you singing--nay, shouting--the praises of pairing beer and cheese.
*PER MURRAYS CHEESE POLICY, WE DO NOT ALLOW TRANSFERS OR REFUNDS FOR OUR CLASSES","America/New_York",2019-07-27 00:00:00,2019-07-27 00:00:00,5472,3648,40.712775,-74.005973,"United States","new york city",NA
"20",37,1,50,20,63371254127,"https://www.eventbrite.com/e/usa-wine-spirits-and-beer-ratings-winners-tasting-registration-63371254127?aff=ebapi",97389069595,2019-06-12 08:16:52,2019-06-12 09:22:01,2019-06-12 09:22:01,"live","USD",TRUE,TRUE,FALSE,600,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"Taste the winners of USA Wine, Spirits and Beer Ratings in NYC.
(Trade Only Event).
USA Ratings media and trade tasting will happen at the 2",7746725125,32428094,110,NA,3,FALSE,"usa wine, spirits and beer ratings winners tasting","Taste the winners of USA Wine, Spirits and Beer Ratings in NYC.
(Trade Only Event).
USA Ratings media and trade tasting will happen at the 2020 USA Trade Tasting where trade and media can taste the Top 100 wines, beers and spirits. USA ratings is the only competition in USA where brands are judged by Quality, Value and Package.
Learn more at www.usawineratings.com | www.usaspiritsratings.com | www.usabeerratings.com
*** Trade ONLY event. Only Importers, Distributors, Retailers and Press are allowed.","America/New_York",2020-05-27 20:00:00,2020-05-27 20:00:00,800,400,40.712775,-74.005973,"United States","new york city",NA
"21",38,1,50,20,64883626674,"https://www.eventbrite.com/e/bar-louie-evil-genius-beer-and-burger-tasting-tickets-64883626674?aff=ebapi",240015041305,2019-07-06 19:02:21,2019-07-06 19:22:29,2019-07-06 19:02:24,"live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Bar Louie & Evil Genius Brewing are pairing up for a night of amazing burgers & beer!
Come sample our NEW Burgers, alongside perfectly paire",24664238523,33892897,110,NA,11,FALSE,"bar louie & evil genius beer and burger tasting","Bar Louie & Evil Genius Brewing are pairing up for a night of amazing burgers & beer!
Come sample our NEW Burgers, alongside perfectly paired signature Evil Genius brews. 
Ticket includes: 5 Sliders and a dessert with 6 samples of Evil Genius beer, raffle ticket for some awesome prizes. 

7PM - 10PM
Hosted by: Kristen Anderson of Bar Louie & Dan Grandrino of Evil Genius Brewing
","America/New_York",2019-07-26 02:00:00,2019-07-26 02:00:00,2160,1080,40.712775,-74.005973,"United States","new york city",NA
"22",39,1,50,20,65266423630,"https://www.eventbrite.com/e/smws-presents-whisky-and-beer-pairing-with-brooklyn-brewery-tickets-65266423630?aff=ebapi",194027647265,2019-07-12 18:02:12,2019-07-12 18:14:57,2019-07-12 18:14:57,"live","USD",TRUE,FALSE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"coyote",FALSE,"Join The Scotch Malt Whisky Society for an evening of single cask whisky and beer pairing!",14814567102,32575266,110,10004,11,FALSE,"smws presents whisky and beer pairing with brooklyn brewery","Join The Scotch Malt Whisky Society for an evening of single cask whisky and beer pairing!","America/New_York",2019-08-21 01:30:00,2019-08-21 01:30:00,2100,1400,40.712775,-74.005973,"United States","new york city",NA
"23",41,1,50,20,65721154743,"https://www.eventbrite.com/e/oktoberfest-party-beer-and-cheese-pairing-murrays-cheese-tickets-65721154743?aff=ebapi",141392852881,2019-07-17 18:39:53,2019-07-17 18:45:58,2019-07-17 18:45:53,"live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Oktoberfest! It's the time of year we celebrate German heritage and Beer, Beer, Beer. Folks have only been brewing beer and noshing on chees",8172404165,34315051,110,10001,9,FALSE,"oktoberfest party! beer and cheese pairing @ murray's cheese","Oktoberfest! It's the time of year we celebrate German heritage and Beer, Beer, Beer. Folks have only been brewing beer and noshing on cheese for, oh, several thousand years or so, and we're not about to argue with millennia of delicious history. This class will focus on the history of Oktoberfest, as well as the classic beers from the event. Cheeses will be paired with these delicous brews to complete the festive evening!
*PER MURRAYS CHEESE POLICY, WE DO NOT ALLOW TRANSFERS OR REFUNDS FOR OUR CLASSES","America/New_York",2019-10-03 00:00:00,2019-10-03 00:00:00,NA,NA,40.712775,-74.005973,"United States","new york city",NA
