"","pagination.page_number","pagination.page_size","pagination.page_count","events.id","events.url","events.organization_id","events.created","events.changed","events.published","events.status","events.currency","events.listed","events.shareable","events.online_event","events.tx_time_limit","events.locale","events.is_series","events.is_series_parent","events.inventory_type","events.is_reserved_seating","events.show_pick_a_seat","events.show_colors_in_seatmap_thumbnail","events.source","events.is_free","events.summary","events.organizer_id","events.venue_id","events.category_id","events.subcategory_id","events.format_id","events.is_externally_ticketed","events.name.text","events.description.text","events.end.timezone","events.end.utc","events.end.utc.1","events.logo.original.width","events.logo.original.height","location.latitude","location.longitude","location.augmented_location.country","location.address","label"
"15",1,50,20,"63692219142","https://www.eventbrite.com/e/brooklyn-summer-craft-beer-fest-tickets-63692219142?aff=ebapi","258699274776","2019-06-18T19:36:18Z","2019-08-11T03:22:53Z","2019-06-18T19:36:23Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Brooklyn Navy Yard Building 77 Parking Lot will be hosting an outdoor Summer Brew Fest featuring an eclectic local variety of superbly ferme","17391741922","33360280","110","10001","5",FALSE,"brooklyn summer craft beer fest","Brooklyn Navy Yard Building 77 Parking Lot will be hosting an outdoor Summer Brew Fest featuring an eclectic local variety of superbly fermented beer and cider in all styles combining the best elements of a Beer Garden with the staggering array of choices found only at a Craft Beer Festival. Guests will enjoy samples of craft beer, whiskey, wine and cocktails for the entire evening session with live music, food and interactive games.
To get to the Waterfront Parking lot you can walk directly through the main entrance of Building 77 and straight through the the back parking lot!
For More Info and Brewery List go to http://www.bkbrewfest.com/","America/New_York","2019-08-24T20:30:00Z","2019-08-24T20:30:00Z",1334,724,"40.712775","-74.005973","United States","new york city","beer"
"16",1,50,20,"62718173746","https://www.eventbrite.com/e/dollar-beer-wednesdays-at-ainsworth-chelsea-tickets-62718173746?aff=ebapi","309012868705","2019-05-31T15:18:32Z","2019-08-07T15:11:04Z","2019-05-31T15:19:20Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",TRUE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"What can you expect? $1 Beers, $10 Pitchers, $5 Tequila shots & more! PLUS Beer Pong and Flip Cup all night! For those post-work munchies, e","21966048485","32823399","110","10001","11",FALSE,"dollar beer wednesday's at ainsworth chelsea","What can you expect? $1 Beers, $10 Pitchers, $5 Tequila shots & more! PLUS Beer Pong and Flip Cup all night! For those post-work munchies, enjoy $1 wings all while mingling amongst many other NYC fellow beer drinkers!! 
RSVP $1 beers  & NO COVER if you arrive before 8PM.
We hope to see you there! If not this week, maybe the following? Every Wednesday is $1 Beer Night at Ainsworth Chelsea","America/New_York","2019-08-15T05:00:00Z","2019-08-15T05:00:00Z",1300,866,"40.712775","-74.005973","United States","new york city","beer"
"21",1,50,20,"65423225629","https://www.eventbrite.com/e/brooklyn-beer-history-walking-tour-tickets-65423225629?aff=ebapi","961105975","2019-07-15T14:42:23Z","2019-07-17T14:37:22Z","2019-07-15T14:43:18Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Back by popular demand!
Join beer historian Chris Heuberger on a guided walking tour through Bushwick, Brooklyn, once a major beer brewing c","438306820","34169217","109",NA,NA,FALSE,"brooklyn beer history walking tour","Back by popular demand!
Join beer historian Chris Heuberger on a guided walking tour through Bushwick, Brooklyn, once a major beer brewing center of America. We'll discover the historic 19th-century brewery buildings along Brewers' Row and learn about local and American history through the story of beer.
With ready access to quality water from the Ridgewood Reservoir, plentiful hops grown in upstate New York, and a thriving German immigrant population, it's no wonder why Bushwick was such a brewing powerhouse. So it's fitting that we'll end at one of the area's newest breweries, Interboro, to toast the triumphant return of brewing to Brooklyn!
Light rain, we walk. Heavy rain postpones until Sunday October 27, 2019.","America/New_York","2019-10-26T22:00:00Z","2019-10-26T22:00:00Z",800,400,"40.712775","-74.005973","United States","new york city","beer"
"26",1,50,20,"66430548559","https://www.eventbrite.com/e/beerspoke-travels-nyc-beer-day-tickets-66430548559?aff=ebapi","319225421639","2019-07-24T03:04:05Z","2019-07-24T18:14:06Z","2019-07-24T18:02:18Z","live","USD",TRUE,FALSE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"coyote",FALSE,"Get immersed in Long Island City's amazing beer culture for a day with Beerspoke Travel (we’ll drink to that)","25389054969","34722823","110","10001","16",FALSE,"beerspoke travel’s nyc beer day","Get immersed in Long Island City's amazing beer culture for a day with Beerspoke Travel (we’ll drink to that)","America/New_York","2019-08-17T21:30:00Z","2019-08-17T21:30:00Z",750,500,"40.712775","-74.005973","United States","new york city","beer"
"27",1,50,20,"67814931285","https://www.eventbrite.com/e/winter-warmers-beer-and-cheese-pairing-tickets-67814931285?aff=ebapi","141392852881","2019-08-02T20:48:10Z","2019-08-02T20:51:11Z","2019-08-02T20:51:11Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"*In this specialty winter beer class, we will be tasting the best beers of the season to give you some warmth and some cheer for the upcomin","8172404165","35381561","110","10001","9",FALSE,"winter warmers - beer and cheese pairing","*In this specialty winter beer class, we will be tasting the best beers of the season to give you some warmth and some cheer for the upcoming holidays!
Folks have only been brewing beer and noshing on cheese for oh, several thousand years or so, and we're not about to argue with millennia of delicious history. Whether we're pairing Smokey Rauchbiers with a meaty washed rind cheese for a pure bacon bomb or bright wheat beers from Maine and creamy triple cremes conjuring banana bread bliss, we'll work our way through six outstanding (and occasionally outlandish) beer and cheese pairings, guaranteed to have you singing--nay, shouting--the praises of pairing beer and cheese. 
*PER MURRAYS CHEESE POLICY, WE DO NOT ALLOW TRANSFERS OR REFUNDS FOR OUR CLASSES","America/New_York","2019-12-21T00:30:00Z","2019-12-21T00:30:00Z",5472,3648,"40.712775","-74.005973","United States","new york city","beer"
"28",1,50,20,"68628131589","https://www.eventbrite.com/e/beer-and-cheese-pairing-with-boulevard-brewing-tickets-68628131589?aff=ebapi","141392852881","2019-08-09T17:30:17Z","2019-08-09T17:34:02Z","2019-08-09T17:34:02Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"This beer class, we will be joined by Boulevard Brewing company to celebrate their 30th anniversary with a bit of beer and cheese pairings!
","8172404165","35877683","110","10001","9",FALSE,"beer and cheese pairing with boulevard brewing","This beer class, we will be joined by Boulevard Brewing company to celebrate their 30th anniversary with a bit of beer and cheese pairings!
30 years ago, founder John McDonald brewed the first batch of Boulevard Pale Ale in his converted carpentry shop, never imagining his little brewery would grow into one of the largest and most successful craft brewers in the country. Today, Boulevard still remains committed to its original mission, pushing beer forward and helping to re-define American craft with fresh, flavorful ales and lagers.  
In this class, we'll work our way through six outstanding (and occasionally outlandish) beer and cheese pairings, guaranteed to have you singing--nay, shouting--the praises of pairing beer and cheese. 
*PER MURRAYS CHEESE POLICY, WE DO NOT ALLOW TRANSFERS OR REFUNDS FOR OUR CLASSES","America/New_York","2019-11-09T00:30:00Z","2019-11-09T00:30:00Z",5472,3648,"40.712775","-74.005973","United States","new york city","beer"
"29",1,50,20,"59490306107","https://www.eventbrite.com/e/12-beers-of-christmas-nyc-pick-up-only-tickets-59490306107?aff=ebapi","291060121041","2019-03-27T20:31:12Z","2019-08-10T07:10:20Z","2019-04-17T20:39:26Z","live","USD",TRUE,FALSE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"coyote",FALSE,"12 Beers of Christmas is a special collection of 12 one-off collaboration beers with some of our best friends and beer industry leaders.","18938180745","31170534","110","10001","11",FALSE,"12 beers of christmas (nyc pick-up only)","12 Beers of Christmas is a special collection of 12 one-off collaboration beers with some of our best friends and beer industry leaders.","America/New_York","2020-01-01T04:30:00Z","2020-01-01T04:30:00Z",4500,2250,"40.712775","-74.005973","United States","new york city","beer"
"31",1,50,20,"67304855635","https://www.eventbrite.com/e/2019-jersey-city-bacon-and-beer-classic-tickets-67304855635?aff=ebapi","86410149381","2019-07-31T20:39:18Z","2019-08-11T02:02:46Z","2019-07-31T20:56:18Z","live","USD",TRUE,FALSE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"coyote",FALSE,"Bacon and Beer Classic by Night is taking over the Jersey City waterfront with 25+ bacon-inspired dishes and 65+ craft beers and ciders.","6014006407","35212669","110",NA,"5",FALSE,"2019 jersey city bacon and beer classic","Bacon and Beer Classic by Night is taking over the Jersey City waterfront with 25+ bacon-inspired dishes and 65+ craft beers and ciders.","America/New_York","2019-10-04T02:00:00Z","2019-10-04T02:00:00Z",3600,2400,"40.712775","-74.005973","United States","new york city","beer"
"34",1,50,20,"65266423630","https://www.eventbrite.com/e/smws-presents-whisky-and-beer-pairing-with-brooklyn-brewery-tickets-65266423630?aff=ebapi","194027647265","2019-07-12T18:02:12Z","2019-08-07T19:34:12Z","2019-07-12T18:14:57Z","live","USD",TRUE,FALSE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"coyote",FALSE,"Join The Scotch Malt Whisky Society for an evening of single cask whisky and beer pairing!","14814567102","32575266","110","10004","11",FALSE,"smws presents whisky and beer pairing with brooklyn brewery","Join The Scotch Malt Whisky Society for an evening of single cask whisky and beer pairing!","America/New_York","2019-08-21T01:30:00Z","2019-08-21T01:30:00Z",2100,1400,"40.712775","-74.005973","United States","new york city","beer"
"36",1,50,20,"63371254127","https://www.eventbrite.com/e/usa-wine-spirits-and-beer-ratings-winners-tasting-registration-63371254127?aff=ebapi","97389069595","2019-06-12T08:16:52Z","2019-08-05T06:12:50Z","2019-06-12T09:22:01Z","live","USD",TRUE,TRUE,FALSE,600,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",TRUE,"Taste the winners of USA Wine, Spirits and Beer Ratings in NYC.
(Trade Only Event).
USA Ratings media and trade tasting will happen at the 2","7746725125","32428094","110",NA,"3",FALSE,"usa wine, spirits and beer ratings winners tasting","Taste the winners of USA Wine, Spirits and Beer Ratings in NYC.
(Trade Only Event).
USA Ratings media and trade tasting will happen at the 2020 USA Trade Tasting where trade and media can taste the Top 100 wines, beers and spirits. USA ratings is the only competition in USA where brands are judged by Quality, Value and Package.
Learn more at www.usawineratings.com | www.usaspiritsratings.com | www.usabeerratings.com
*** Trade ONLY event. Only Importers, Distributors, Retailers and Press are allowed.","America/New_York","2020-05-27T20:00:00Z","2020-05-27T20:00:00Z",800,400,"40.712775","-74.005973","United States","new york city","beer"
"37",1,50,20,"65721154743","https://www.eventbrite.com/e/oktoberfest-party-beer-and-cheese-pairing-murrays-cheese-tickets-65721154743?aff=ebapi","141392852881","2019-07-17T18:39:53Z","2019-08-09T23:20:18Z","2019-07-17T18:45:53Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Oktoberfest! It's the time of year we celebrate German heritage and Beer, Beer, Beer. Folks have only been brewing beer and noshing on chees","8172404165","35883311","110","10001","9",FALSE,"oktoberfest party! beer and cheese pairing @ murray's cheese","Oktoberfest! It's the time of year we celebrate German heritage and Beer, Beer, Beer. Folks have only been brewing beer and noshing on cheese for, oh, several thousand years or so, and we're not about to argue with millennia of delicious history. This class will focus on the history of Oktoberfest, as well as the classic beers from the event. Cheeses will be paired with these delicous brews to complete the festive evening!
*PER MURRAYS CHEESE POLICY, WE DO NOT ALLOW TRANSFERS OR REFUNDS FOR OUR CLASSES","America/New_York","2019-10-03T00:00:00Z","2019-10-03T00:00:00Z",NA,NA,"40.712775","-74.005973","United States","new york city","beer"
"38",1,50,20,"66052449655","https://www.eventbrite.com/e/american-beer-and-cheese-pairing-murrays-cheese-tickets-66052449655?aff=ebapi","141392852881","2019-07-20T18:19:07Z","2019-07-20T18:19:43Z","2019-07-20T18:19:43Z","live","USD",TRUE,TRUE,FALSE,480,"en_US",FALSE,FALSE,"limited",FALSE,FALSE,FALSE,"create_2.0",FALSE,"Folks have only been brewing beer and noshing on cheese for, oh, several thousand years or so, and we're not about to argue with millennia o","8172404165","34519411","110","10001","9",FALSE,"american beer and cheese pairing @ murray's cheese","Folks have only been brewing beer and noshing on cheese for, oh, several thousand years or so, and we're not about to argue with millennia of delicious history. Whether we're pairing smoky IPAs with a meaty washed rind cheese for a pure bacon bomb or bright wheat beers and creamy triple cremes conjuring banana bread bliss, we'll work our way through six outstanding (and occasionally outlandish) American beer and cheese pairings, guaranteed to have you singing--nay, shouting--the praises of pairing beer and cheese.
*PER MURRAYS CHEESE POLICY, WE DO NOT ALLOW TRANSFERS OR REFUNDS FOR OUR CLASSES","America/New_York","2019-10-18T00:00:00Z","2019-10-18T00:00:00Z",5472,3648,"40.712775","-74.005973","United States","new york city","beer"
